,token_id,token_meta,token_all_features,Scale,Colors,Spiral,Density,Outlined,Turbulence,Have Margin,Soft Shapes,Shape Angles,Super Blocks,Collision Check
726,78000726,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000726"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000726"",""image"":""https://media.artblocks.io/78000726.png"",""external_url"":""https://artblocks.io/token/78000726"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000726""},""name"":""Fidenza #726"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo XL"",""Colors"":""Golf Socks"",""Spiral"":""No"",""Density"":""High AF"",""Outlined"":""No"",""Turbulence"":""None"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo XL""},{""trait_type"":""Fidenza"",""value"":""Colors: Golf Socks""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High AF""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: None""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xf3da81456ab83e7993f1218c90adfa9e7149fd6bebdc36b29d58a66c7adb2287"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo XL', 'Colors': 'Golf Socks', 'Spiral': 'No', 'Density': 'High AF', 'Outlined': 'No', 'Turbulence': 'None', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo XL,Golf Socks,No,High AF,No,None,No,No,Curved,Yes,No Overlap
727,78000727,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000727"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000727"",""image"":""https://media.artblocks.io/78000727.png"",""external_url"":""https://artblocks.io/token/78000727"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000727""},""name"":""Fidenza #727"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Large"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""None"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Large""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: None""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x5e558b7c7e5a6e031f180235f4357f3548fe79daa753bd71acaf4ed98fd6df5a"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Large', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'None', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Large,Luxe,No,High,No,None,Yes,No,Curved,No,No Overlap
728,78000728,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000728"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000728"",""image"":""https://media.artblocks.io/78000728.png"",""external_url"":""https://artblocks.io/token/78000728"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000728""},""name"":""Fidenza #728"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo XL"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High AF"",""Outlined"":""No"",""Turbulence"":""None"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo XL""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High AF""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: None""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xb6a964df9708ca4da68bd5a4fa16712482c42cd223ef39050188fab20182d409"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo XL', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High AF', 'Outlined': 'No', 'Turbulence': 'None', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo XL,Luxe,No,High AF,No,None,No,No,Curved,No,No Overlap
729,78000729,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000729"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000729"",""image"":""https://media.artblocks.io/78000729.png"",""external_url"":""https://artblocks.io/token/78000729"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000729""},""name"":""Fidenza #729"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Uniform"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""Medium"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Uniform""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: Medium""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xc8a802d534d14c71615d74d3e035ef8627baf680341b7a9b96f42e434c8fa5b9"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Uniform', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'Medium', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Uniform,Luxe,No,Medium,No,High,No,No,Curved,Yes,No Overlap
730,78000730,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000730"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000730"",""image"":""https://media.artblocks.io/78000730.png"",""external_url"":""https://artblocks.io/token/78000730"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000730""},""name"":""Fidenza #730"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xce918f421c865596a8bc826035dbbaf729176563c07422d548af37c7d4df4d14"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,Med,No,No,Curved,Yes,No Overlap
731,78000731,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000731"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000731"",""image"":""https://media.artblocks.io/78000731.png"",""external_url"":""https://artblocks.io/token/78000731"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000731""},""name"":""Fidenza #731"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo XL"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High AF"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo XL""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High AF""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x1d4df1aacb75db6a9e1f6dd95bba422d0840e109aac6b1089d4f3e2f542f573b"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo XL', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High AF', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo XL,Luxe,No,High AF,No,Med,No,No,Curved,No,No Overlap
732,78000732,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000732"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000732"",""image"":""https://media.artblocks.io/78000732.png"",""external_url"":""https://artblocks.io/token/78000732"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000732""},""name"":""Fidenza #732"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Uniform"",""Colors"":""Rad"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""Yes"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""Anything Goes""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Uniform""},{""trait_type"":""Fidenza"",""value"":""Colors: Rad""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: Yes""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: Anything Goes""}],""token_hash"":""0x323807cf9c56cd773ce35c29140dd63fbe4839a05859caa0e029d5216aecaa76"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Uniform', 'Colors': 'Rad', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'Yes', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'Anything Goes'}",Uniform,Rad,No,High,No,Med,No,Yes,Curved,No,Anything Goes
733,78000733,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000733"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000733"",""image"":""https://media.artblocks.io/78000733.png"",""external_url"":""https://artblocks.io/token/78000733"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000733""},""name"":""Fidenza #733"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x9b77b46586e5c0d5e6ebd7519d019c5fb4d5f4176f72f5f02b4e992022b466ed"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,High,Yes,No,Curved,Yes,No Overlap
734,78000734,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000734"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000734"",""image"":""https://media.artblocks.io/78000734.png"",""external_url"":""https://artblocks.io/token/78000734"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000734""},""name"":""Fidenza #734"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Rad"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Rad""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xe0274cc74089df04048a600aa00389422cea668e707558fdf4861246bb0def2f"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Rad', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Rad,No,High,No,Med,Yes,No,Curved,No,No Overlap
735,78000735,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000735"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000735"",""image"":""https://media.artblocks.io/78000735.png"",""external_url"":""https://artblocks.io/token/78000735"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000735""},""name"":""Fidenza #735"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Rad"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Low"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Rad""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Low""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xefd3ccc69379f20f9399c2d686bbcf4abfa1a41c1033eb750c9362bfba47d7f3"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Rad', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Low', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Rad,No,High,No,Low,No,No,Curved,Yes,No Overlap
